"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ","it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ",0.5461951494216919,0.5461951494216919,0,0,1,1,"Skipped"
"[[heroes]] ","[[heres]] ",0.29643839597702026,0.47448158264160156,1,1,1,31,"Failed"
"[[oblivious]] to the existence of this film ","[[obiivious]] to the existence of this film ",0.2438461184501648,0.43740010261535645,0,0,0,120,"Failed"
"[[sharply]] ","[[slharply]] ",0.29796338081359863,0.3895123600959778,1,1,1,38,"Failed"
"the entire point of a shaggy dog story , of course , is that it goes [[nowhere]] , and this is classic nowheresville in every sense . ","the entire point of a shaggy dog story , of course , is that it goes [[nQowhere]] , and this is classic nowheresville in every sense . ",0.02723217010498047,0.06102168560028076,0,0,0,366,"Failed"
"[[sometimes]] dry ","[[sMometimes]] dry ",0.255365252494812,0.2920333743095398,0,0,0,51,"Failed"
"as they come , already having been [[recycled]] more times than i 'd care to count ","as they come , already having been [[rTecycled]] more times than i 'd care to count ",0.042573630809783936,0.06647789478302002,0,0,0,154,"Failed"
"covers this territory with wit and originality , suggesting that with his fourth [[feature]] ","covers this territory with wit and originality , suggesting that with his fourth [[fUeature]] ",0.04231148958206177,0.08080744743347168,1,1,1,288,"Failed"
"a $ 40 million [[version]] of a game ","a $ 40 million [[vdrsion]] of a game ",0.19926100969314575,0.2725057601928711,0,0,0,88,"Failed"
"[[gorgeous]] and deceptively minimalist ","[[gTorgeous]] and deceptively minimalist ",0.06262290477752686,0.17749565839767456,1,1,1,174,"Failed"
"cross swords with the [[best]] of them and ","cross swords with the [[brst]] of them and ",0.03320819139480591,0.1937912106513977,1,1,1,74,"Failed"
"as a fringe feminist [[conspiracy]] theorist ","as a fringe feminist [[ceonspiracy]] theorist ",0.2886161208152771,0.35795921087265015,0,0,0,188,"Failed"
"proves once again he has n't lost his touch , bringing off a [[superb]] performance in an admittedly middling film . ","proves once again he has n't lost his touch , bringing off a [[shperb]] performance in an admittedly middling film . ",0.2206556797027588,0.58270263671875,1,0,1,333,"Successful"
"[[disappointments]] ","[[diaappointments]] ",0.348971962928772,0.610487699508667,0,1,0,93,"Successful"
"the [[horrors]] ","the [[hGorrors]] ",0.40334564447402954,0.5225001573562622,0,1,0,36,"Successful"
"a muddle splashed with bloody beauty as [[vivid]] as any scorsese has ever given us . ","a muddle splashed with bloody beauty as [[vibid]] as any scorsese has ever given us . ",0.06919658184051514,0.3110896348953247,1,1,1,246,"Failed"
"many [[pointless]] ","many [[piintless]] ",0.11301803588867188,0.5861095190048218,0,1,0,69,"Successful"
"a [[beautifully]] ","a [[baeutifully]] ",0.06685477495193481,0.3499709963798523,1,1,1,70,"Failed"
"[[contrived]] , well-worn situations ","[[cintrived]] , well-worn situations ",0.04501223564147949,0.13365036249160767,0,0,0,159,"Failed"
"a doa ","a doa ",0.4220089912414551,0.4220089912414551,0,0,0,1,"Failed"
"[[poor]] ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ","[[por]] ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ",0.08619135618209839,0.14935559034347534,0,0,0,364,"Failed"
"to be as subtle and [[touching]] as the son 's room ","to be as subtle and [[tiuching]] as the son 's room ",0.06439495086669922,0.21009767055511475,1,1,1,87,"Failed"
"starts with a [[legend]] ","starts with a [[ldgend]] ",0.09932738542556763,0.43982410430908203,1,1,1,64,"Failed"
"far less sophisticated and ","far less sophisticated and ",0.5606389045715332,0.5606389045715332,1,1,0,1,"Skipped"
"rich veins of funny [[stuff]] in this movie ","rich veins of funny [[stiff]] in this movie ",0.06634461879730225,0.3896714448928833,1,1,1,102,"Failed"
"no [[apparent]] joy ","no [[alparent]] joy ",0.27123159170150757,0.3970950245857239,0,0,0,39,"Failed"
"shot on [[ugly]] digital video ","shot on [[uRgly]] digital video ",0.06517034769058228,0.24046683311462402,0,0,0,99,"Failed"
"... a [[sour]] little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ","... a [[sur]] little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ",0.004918456077575684,0.012568354606628418,0,0,0,383,"Failed"
"though ford and neeson capably hold our interest , but its just not a thrilling [[movie]] ","though ford and neeson capably hold our interest , but its just not a thrilling [[move]] ",0.139518141746521,0.1941373348236084,0,0,0,246,"Failed"
"is pretty damned [[funny]] . ","is pretty damned [[fVunny]] . ",0.1074327826499939,0.4831705093383789,1,1,1,77,"Failed"
"we never feel [[anything]] for these characters ","we never feel [[abything]] for these characters ",0.4866548776626587,0.5933825969696045,0,1,0,147,"Successful"
"'s a [[lousy]] one at that ","'s a [[loudy]] one at that ",0.1539594531059265,0.7742235660552979,0,1,0,25,"Successful"
"the corporate circus that is the recording industry in the current climate of mergers and [[downsizing]] ","the corporate circus that is the recording industry in the current climate of mergers and [[dPownsizing]] ",0.3963475823402405,0.5730839967727661,0,1,0,358,"Successful"
"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is [[awesome]] . ","the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is [[aAwesome]] . ",0.03221851587295532,0.09877198934555054,1,1,1,564,"Failed"
"of the most highly-praised [[disappointments]] i ","of the most highly-praised [[dcisappointments]] i ",0.11539328098297119,0.5097147226333618,0,1,0,185,"Successful"
"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total [[lack]] of empathy . ","sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total [[lck]] of empathy . ",0.023150086402893066,0.12386292219161987,0,0,0,465,"Failed"
"seem [[fresh]] ","seem [[fdesh]] ",0.3034508228302002,0.6110455989837646,1,0,1,39,"Successful"
"to the [[dustbin]] of history ","to the [[dustin]] of history ",0.3803374767303467,0.8508015275001526,0,1,0,81,"Successful"
"as a director , eastwood is off his [[game]] ","as a director , eastwood is off his [[gae]] ",0.2126585841178894,0.2301298975944519,0,0,0,104,"Failed"
"pays earnest [[homage]] to turntablists ","pays earnest [[hoage]] to turntablists ",0.15262222290039062,0.29080402851104736,1,1,1,164,"Failed"
"[[weak]] and ","[[wGeak]] and ",0.3662381172180176,0.6993783712387085,0,1,0,16,"Successful"
"skip this [[dreck]] , ","skip this [[deck]] , ",0.06863242387771606,0.23938864469528198,0,0,0,39,"Failed"
"contains very few laughs and even [[less]] surprises ","contains very few laughs and even [[leds]] surprises ",0.15121245384216309,0.8596891164779663,0,1,0,165,"Successful"
"film to affirm love 's power to [[help]] people endure almost unimaginable horror ","film to affirm love 's power to [[hep]] people endure almost unimaginable horror ",0.18062764406204224,0.4546610713005066,1,1,1,286,"Failed"
"are an [[absolute]] joy ","are an [[aTbsolute]] joy ",0.18821537494659424,0.15770971775054932,1,1,1,47,"Failed"
"[[generates]] ","[[gJenerates]] ",0.3665419816970825,0.389512300491333,1,1,1,55,"Failed"
", like [[life]] , is n't much fun without the highs and lows ",", like [[lice]] , is n't much fun without the highs and lows ",0.17275714874267578,0.48551565408706665,1,1,1,128,"Failed"
"based on a true and historically [[significant]] story ","based on a true and historically [[signficant]] story ",0.03330111503601074,0.08308589458465576,1,1,1,210,"Failed"
"[[well-rounded]] tribute ","[[well-founded]] tribute ",0.1524941325187683,0.3439118266105652,1,1,1,109,"Failed"
", though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this [[cold]] vacuum of a comedy to start a reaction . ",", though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this [[cld]] vacuum of a comedy to start a reaction . ",0.030292630195617676,0.08940625190734863,0,0,0,401,"Failed"
"so much like a young [[robert]] deniro ","so much like a young [[rbert]] deniro ",0.10466945171356201,0.49629777669906616,1,1,1,111,"Failed"
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family [[intensity]] on one continuum . ","khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family [[intencsity]] on one continuum . ",0.07196670770645142,0.25470227003097534,1,1,1,492,"Failed"
"fashioning an [[engrossing]] entertainment out ","fashioning an [[egnrossing]] entertainment out ",0.0803341269493103,0.3800503611564636,1,1,1,211,"Failed"
"spiffy [[animated]] feature ","spiffy [[abimated]] feature ",0.164306640625,0.32864367961883545,1,1,1,114,"Failed"
"that 's so sloppily written and cast that you can not believe anyone more central to the creation of [[bugsy]] than the caterer ","that 's so sloppily written and cast that you can not believe anyone more central to the creation of [[bubsy]] than the caterer ",0.06877923011779785,0.21279144287109375,0,0,0,306,"Failed"
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some [[intriguing]] questions about the difference between human and android life ","alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some [[iGntriguing]] questions about the difference between human and android life ",0.021100223064422607,0.10452598333358765,1,1,1,643,"Failed"
"strung-together moments ","strung-together moments ",0.7566169500350952,0.7566169500350952,1,1,0,1,"Skipped"
", generous and subversive [[artworks]] ",", generous and subversive [[aDrtworks]] ",0.03751945495605469,0.10408031940460205,1,1,1,155,"Failed"
"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ","it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",0.8431079387664795,0.8431079387664795,0,0,1,1,"Skipped"
"[[funny]] yet ","[[ffunny]] yet ",0.10659950971603394,0.29712092876434326,1,1,1,20,"Failed"
"[[overbearing]] and over-the-top ","[[oCverbearing]] and over-the-top ",0.20614027976989746,0.3911030888557434,0,0,0,138,"Failed"
"it 's robert [[duvall]] ! ","it 's robert [[duval]] ! ",0.04555189609527588,0.11404144763946533,1,1,1,59,"Failed"
"rich and sudden [[wisdom]] ","rich and sudden [[widom]] ",0.02980518341064453,0.11229211091995239,1,1,1,82,"Failed"
"acted and directed , it 's clear that washington most certainly has a new career [[ahead]] of him ","acted and directed , it 's clear that washington most certainly has a new career [[ahad]] of him ",0.0216333270072937,0.05235379934310913,1,1,1,265,"Failed"
"in [[memory]] ","in [[mcemory]] ",0.2943400740623474,0.4097045660018921,1,1,1,29,"Failed"
"[[respectable]] new one ","[[rVespectable]] new one ",0.2522051930427551,0.309345543384552,1,1,1,68,"Failed"
"yet this [[grating]] showcase ","yet this [[gZrating]] showcase ",0.4845638871192932,0.7232630252838135,0,1,0,88,"Successful"
"hate to tear your eyes away from the images long enough to [[read]] the subtitles ","hate to tear your eyes away from the images long enough to [[rad]] the subtitles ",0.04840075969696045,0.2865934371948242,1,1,1,204,"Failed"
"addition to sporting one of the [[worst]] titles in recent cinematic history ","addition to sporting one of the [[wTorst]] titles in recent cinematic history ",0.13460201025009155,0.8698728084564209,0,1,0,266,"Successful"
", this gender-bending comedy is generally quite [[funny]] . ",", this gender-bending comedy is generally quite [[fYunny]] . ",0.04456144571304321,0.26805639266967773,1,1,1,213,"Failed"
"build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the [[worst]] -- and only -- killer website movie of this or any other year ","build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the [[wort]] -- and only -- killer website movie of this or any other year ",0.3339007496833801,0.5051238536834717,0,1,0,527,"Successful"
"do n't work in [[concert]] ","do n't work in [[convert]] ",0.2570064663887024,0.2331855297088623,0,0,0,51,"Failed"
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the [[deal]] . ","the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the [[ddal]] . ",0.03597325086593628,0.05473750829696655,1,1,1,367,"Failed"
"would have liked it more if it had just gone that one step further ","would have liked it more if it had just gone that one step further ",0.8693452477455139,0.8693452477455139,0,0,1,1,"Skipped"
"it 's too [[harsh]] to work as a piece of storytelling , ","it 's too [[hDarsh]] to work as a piece of storytelling , ",0.29184651374816895,0.4082797169685364,0,0,0,135,"Failed"
"hawaiian [[shirt]] ","hawaiian [[short]] ",0.456210732460022,0.5902981758117676,1,0,1,71,"Successful"
"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to [[watch]] . ","takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to [[wath]] . ",0.015893638134002686,0.02536696195602417,1,1,1,542,"Failed"
"provide its keenest [[pleasures]] ","provide its keenest [[peasures]] ",0.0712166428565979,0.19823509454727173,1,1,1,134,"Failed"
"altogether too [[slight]] to be called any kind of masterpiece ","altogether too [[sight]] to be called any kind of masterpiece ",0.06903213262557983,0.08532959222793579,0,0,0,210,"Failed"
"[[grievous]] but ","[[gFrievous]] but ",0.40322262048721313,0.6186580657958984,0,1,0,46,"Successful"
"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the [[parking]] lot . ","after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the [[pVarking]] lot . ",0.21029531955718994,0.38498103618621826,0,0,0,265,"Failed"
"[[hopeless]] ","[[hipeless]] ",0.30139875411987305,0.610487699508667,0,1,0,45,"Successful"
"unpretentious , [[charming]] , quirky , original ","unpretentious , [[charing]] , quirky , original ",0.018926620483398438,0.05048167705535889,1,1,1,208,"Failed"
"nicks and steinberg match their own creations for pure venality -- that 's giving it the old [[college]] try . ","nicks and steinberg match their own creations for pure venality -- that 's giving it the old [[collee]] try . ",0.2914409637451172,0.5467448234558105,0,1,0,277,"Successful"
"very [[well-written]] and very well-acted . ","very [[wdll-written]] and very well-acted . ",0.11833524703979492,0.2662416100502014,1,1,1,122,"Failed"
"are n't many [[conclusive]] answers in the film ","are n't many [[cZonclusive]] answers in the film ",0.20316660404205322,0.24548006057739258,0,0,0,129,"Failed"
"clumsy dialogue , [[heavy-handed]] phoney-feeling sentiment , ","clumsy dialogue , [[hWeavy-handed]] phoney-feeling sentiment , ",0.023817121982574463,0.050083816051483154,0,0,0,293,"Failed"
"proves a lovely trifle that , [[unfortunately]] , is a little too in love with its own cuteness . ","proves a lovely trifle that , [[uAnfortunately]] , is a little too in love with its own cuteness . ",0.2043914794921875,0.29783064126968384,0,0,0,264,"Failed"
"[[bring]] tissues . ","[[brong]] tissues . ",0.16198426485061646,0.45616674423217773,1,1,1,64,"Failed"
"the film 's mid-to-low budget is betrayed by the surprisingly [[shoddy]] makeup work . ","the film 's mid-to-low budget is betrayed by the surprisingly [[soddy]] makeup work . ",0.05405843257904053,0.20062583684921265,0,0,0,307,"Failed"
"brings the proper conviction to his role as ( jason [[bourne]] ) . ","brings the proper conviction to his role as ( jason [[borne]] ) . ",0.04795181751251221,0.4161888360977173,1,1,1,184,"Failed"
"as a young woman of great charm , generosity and [[diplomacy]] ","as a young woman of great charm , generosity and [[dOiplomacy]] ",0.013120055198669434,0.021157920360565186,1,1,1,200,"Failed"
"there 's something [[poignant]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ","there 's something [[pignant]] about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ",0.017384052276611328,0.020947933197021484,1,1,1,381,"Failed"
"just too [[silly]] ","just too [[silky]] ",0.028847098350524902,0.10663539171218872,0,0,0,20,"Failed"
"cinematic bon [[bons]] ","cinematic bon [[bins]] ",0.18711251020431519,0.34925317764282227,1,1,1,66,"Failed"
"it is supremely [[unfunny]] and unentertaining to watch middle-age and ","it is supremely [[uEnfunny]] and unentertaining to watch middle-age and ",0.11472839117050171,0.6266968250274658,0,1,0,260,"Successful"
"a lively and engaging examination of how similar obsessions can dominate a [[family]] . ","a lively and engaging examination of how similar obsessions can dominate a [[fEamily]] . ",0.041586101055145264,0.16574829816818237,1,1,1,316,"Failed"
"irritates and ","irritates and ",0.5250577330589294,0.5250577330589294,1,1,0,1,"Skipped"
"[[collapse]] ","[[cillapse]] ",0.40417414903640747,0.610487699508667,0,1,0,42,"Successful"
"so many of the challenges it poses for itself that one can forgive the [[film]] its flaws ","so many of the challenges it poses for itself that one can forgive the [[fiom]] its flaws ",0.38346928358078003,0.5839260816574097,1,0,1,176,"Successful"
", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade [[learning]] tool . ",", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade [[leaning]] tool . ",0.02147841453552246,0.056298255920410156,1,1,1,405,"Failed"
"wide-awake all the way through ","wide-awake all the way through ",0.6094708442687988,0.6094708442687988,0,0,1,1,"Skipped"
"( vainly , i [[think]] ) ","( vainly , i [[tink]] ) ",0.29307669401168823,0.5609380006790161,0,1,0,54,"Successful"
"is one big excuse to play one [[lewd]] scene after another . ","is one big excuse to play one [[led]] scene after another . ",0.044229328632354736,0.1634863018989563,0,0,0,121,"Failed"
"is effective if you [[stick]] with it ","is effective if you [[stuck]] with it ",0.112362802028656,0.34491270780563354,1,1,1,78,"Failed"
"that underscore the importance of family tradition and familial [[community]] ","that underscore the importance of family tradition and familial [[comunity]] ",0.021215617656707764,0.04232078790664673,1,1,1,295,"Failed"
"delivers what it promises : a look at the `` wild [[ride]] '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ","delivers what it promises : a look at the `` wild [[rude]] '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",0.15857148170471191,0.25655877590179443,1,1,1,485,"Failed"
"watching this digital-effects-heavy , [[supposed]] family-friendly comedy ","watching this digital-effects-heavy , [[sSupposed]] family-friendly comedy ",0.12869781255722046,0.33448272943496704,0,0,0,361,"Failed"
"absolutely and completely [[ridiculous]] and ","absolutely and completely [[rHidiculous]] and ",0.12893915176391602,0.5917835235595703,0,1,0,179,"Successful"
"'s a very tasteful rock and [[roll]] movie . ","'s a very tasteful rock and [[rll]] movie . ",0.04680073261260986,0.1481403112411499,1,1,1,99,"Failed"
"the movie is almost completely [[lacking]] in suspense , surprise and consistent emotional conviction . ","the movie is almost completely [[lLacking]] in suspense , surprise and consistent emotional conviction . ",0.3152448534965515,0.7321023941040039,0,1,0,409,"Successful"
"realistic [[portrayal]] ","realistic [[pogtrayal]] ",0.06524014472961426,0.2159532904624939,1,1,1,111,"Failed"
"as if trying to grab a lump of play-doh , the harder that liman [[tries]] to squeeze his story ","as if trying to grab a lump of play-doh , the harder that liman [[ties]] to squeeze his story ",0.021483898162841797,0.06177300214767456,0,0,0,233,"Failed"
"well-thought stunts or ","well-thought stunts or ",0.7169164419174194,0.7169164419174194,0,0,1,1,"Skipped"
"reveals how important our special talents can be when put in [[service]] of of others . ","reveals how important our special talents can be when put in [[sZervice]] of of others . ",0.10608845949172974,0.22174012660980225,1,1,1,228,"Failed"
"no [[lika]] da ","no [[lila]] da ",0.09108692407608032,0.1733909249305725,0,0,0,17,"Failed"
"a welcome [[relief]] ","a welcome [[rdlief]] ",0.06811177730560303,0.21574872732162476,1,1,1,65,"Failed"
"the [[promise]] of digital filmmaking ","the [[pdomise]] of digital filmmaking ",0.27637016773223877,0.5731555223464966,1,0,1,136,"Successful"
"just one that could easily [[wait]] for your pay per view dollar ","just one that could easily [[wit]] for your pay per view dollar ",0.02791011333465576,0.09393501281738281,0,0,0,110,"Failed"
"justify a theatrical simulation of the [[death]] camp of auschwitz ii-birkenau ","justify a theatrical simulation of the [[deth]] camp of auschwitz ii-birkenau ",0.06627339124679565,0.12498670816421509,0,0,0,326,"Failed"
"extraordinary [[faith]] ","extraordinary [[fauth]] ",0.0683029294013977,0.21840155124664307,1,1,1,110,"Failed"
"have i seen a film so willing to champion the fallibility of the human [[heart]] ","have i seen a film so willing to champion the fallibility of the human [[herat]] ",0.016009807586669922,0.07316195964813232,1,1,1,214,"Failed"
", sometimes [[beautiful]] adaptation ",", sometimes [[bNeautiful]] adaptation ",0.044115424156188965,0.3142482042312622,1,1,1,169,"Failed"
"about as interesting ","about as interesting ",0.8795782327651978,0.8795782327651978,1,1,0,1,"Skipped"
"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good [[noir]] should , keeping it tight and nasty . ","caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good [[nor]] should , keeping it tight and nasty . ",0.14898830652236938,0.37843209505081177,1,1,1,476,"Failed"
"[[overlong]] , and bombastic ","[[ovsrlong]] , and bombastic ",0.2567656636238098,0.5244583487510681,0,1,0,97,"Successful"
"derivative and hammily ","derivative and hammily ",0.5347129702568054,0.5347129702568054,1,1,0,1,"Skipped"
"most [[audacious]] , outrageous , ","most [[acudacious]] , outrageous , ",0.16648638248443604,0.3256930112838745,1,1,1,120,"Failed"
"at its [[best]] moments ","at its [[biest]] moments ",0.05414474010467529,0.3139333724975586,1,1,1,53,"Failed"
"disney again ransacks its archives for a quick-buck [[sequel]] . ","disney again ransacks its archives for a quick-buck [[seuel]] . ",0.1579870581626892,0.24104350805282593,0,0,0,213,"Failed"
"that final , [[beautiful]] scene ","that final , [[baeutiful]] scene ",0.05016082525253296,0.4283561706542969,1,1,1,101,"Failed"
"some movies suck you in despite their flaws , ","some movies suck you in despite their flaws , ",0.6540136337280273,0.6540136337280273,0,0,1,1,"Skipped"
"eats , meddles , argues , [[laughs]] , kibbitzes and fights ","eats , meddles , argues , [[lOaughs]] , kibbitzes and fights ",0.17030590772628784,0.5181498527526855,1,0,1,208,"Successful"
"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the [[death]] camp of auschwitz ii-birkenau . ","the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the [[deth]] camp of auschwitz ii-birkenau . ",0.03424644470214844,0.08397281169891357,0,0,0,516,"Failed"
", [[compelling]] ",", [[cgompelling]] ",0.12437742948532104,0.38899827003479004,1,1,1,53,"Failed"
"[[infectiously]] ","[[infeftiously]] ",0.25162947177886963,0.3895123600959778,1,1,1,80,"Failed"
