"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"to the [[dustbin]] of history ","to the [[dusbtin]] of history ",0.368363618850708,0.48234260082244873,0,0,0,11,"Failed"
"as a director , eastwood is off his game ","as a director , eastwood is off his game ",0.8468804359436035,0.8468804359436035,1,1,0,1,"Skipped"
"pays earnest [[homage]] to turntablists ","pays earnest [[hoamge]] to turntablists ",0.0685834288597107,0.5654611587524414,1,0,1,9,"Successful"
"[[weak]] and ","[[waek]] and ",0.35101819038391113,0.46206945180892944,0,0,0,6,"Failed"
"[[skip]] this [[dreck]] , ","[[kip]] this [[dHreck]] , ",0.18165087699890137,0.3858327865600586,0,0,0,11,"Failed"
"contains very few laughs and even less surprises ","contains very few laughs and even less surprises ",0.7476054430007935,0.7476054430007935,1,1,0,1,"Skipped"
"film to affirm [[love]] 's [[power]] to [[help]] people endure almost unimaginable horror ","film to affirm [[lKove]] 's [[poer]] to [[hellp]] people endure almost unimaginable horror ",0.12363278865814209,0.8677524328231812,1,0,1,22,"Successful"
"are an absolute [[joy]] ","are an absolute [[joiy]] ",0.07508468627929688,0.6510415077209473,1,0,1,7,"Successful"
"generates ","generates ",0.5798834562301636,0.5798834562301636,0,0,1,1,"Skipped"
", like life , is n't much [[fun]] without the highs and lows ",", like life , is n't much [[fn]] without the highs and lows ",0.06369829177856445,0.7475461959838867,1,0,1,13,"Successful"
"based on a [[true]] and historically [[significant]] [[story]] ","based on a [[Otrue]] and historically [[signifciant]] [[stoy]] ",0.039131999015808105,0.6636632680892944,1,0,1,18,"Successful"
"well-rounded [[tribute]] ","well-rounded [[tEibute]] ",0.059768497943878174,0.5694407224655151,1,0,1,7,"Successful"
", [[though]] [[many]] of the actors [[throw]] off a [[spark]] or [[two]] when they [[first]] [[appear]] , they [[ca]] [[n't]] generate enough heat in this [[cold]] [[vacuum]] of a comedy to [[start]] a reaction . ",", [[thUugh]] [[man]] of the actors [[thow]] off a [[saprk]] or [[Stwo]] when they [[Eirst]] [[aMpear]] , they [[Ma]] '[[t]] generate enough heat in this [[old]] [[Macuum]] of a comedy to [[tart]] a reaction . ",0.053517818450927734,0.09269589185714722,0,0,0,91,"Failed"
"so much like a young [[robert]] deniro ","so much like a young [[rbert]] deniro ",0.08313816785812378,0.6694453954696655,1,0,1,10,"Successful"
"khouri manages , with [[terrific]] flair , to keep the extremes of screwball farce and blood-curdling [[family]] [[intensity]] on [[one]] continuum . ","khouri manages , with [[terrifAc]] flair , to keep the extremes of screwball farce and blood-curdling [[Rfamily]] [[inetnsity]] on [[on]] continuum . ",0.05551266670227051,0.514349639415741,1,0,1,30,"Successful"
"fashioning an [[engrossing]] entertainment out ","fashioning an [[engrolssing]] entertainment out ",0.057494521141052246,0.5585602521896362,1,0,1,8,"Successful"
"spiffy animated [[feature]] ","spiffy animated [[fLeature]] ",0.06478703022003174,0.5532591342926025,1,0,1,8,"Successful"
"that 's so [[sloppily]] written and cast that you can not believe anyone more [[central]] to the [[creation]] of [[bugsy]] than the [[caterer]] ","that 's so [[lsloppily]] written and cast that you can not believe anyone more [[icentral]] to the [[creatYon]] of [[Tbugsy]] than the [[aterer]] ",0.03899562358856201,0.39453697204589844,0,0,0,46,"Failed"
"alternating between facetious [[comic]] parody and pulp melodrama , this smart-aleck movie ... tosses around some [[intriguing]] questions about the difference between [[human]] and android [[life]] ","alternating between facetious [[coic]] parody and pulp melodrama , this smart-aleck movie ... tosses around some [[Vntriguing]] questions about the difference between [[humaZ]] and android [[lfie]] ",0.02208566665649414,0.8252134323120117,1,0,1,33,"Successful"
"strung-together moments ","strung-together moments ",0.4993003010749817,0.4993003010749817,0,0,0,11,"Failed"
", [[generous]] and subversive [[artworks]] ",", [[generZus]] and subversive [[aqrtworks]] ",0.03372800350189209,0.5384998321533203,1,0,1,12,"Successful"
"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ","it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",0.9362715482711792,0.9362715482711792,0,0,1,1,"Skipped"
"[[funny]] yet ","[[Jfunny]] yet ",0.0562138557434082,0.563901424407959,1,0,1,7,"Successful"
"[[overbearing]] and [[over-the-top]] ","[[oevrbearing]] and [[oEer-the-top]] ",0.27772432565689087,0.4329966902732849,0,0,0,11,"Failed"
"it 's [[robert]] duvall ! ","it 's [[rober]] duvall ! ",0.0443761944770813,0.5004533529281616,1,0,1,7,"Successful"
"[[rich]] and sudden [[wisdom]] ","[[rcih]] and sudden [[isdom]] ",0.032832324504852295,0.5152212381362915,1,0,1,12,"Successful"
"acted and [[directed]] , it 's clear that [[washington]] most [[certainly]] has a [[new]] [[career]] [[ahead]] of him ","acted and [[diErected]] , it 's clear that [[wasJhington]] most [[certaiZnly]] has a [[ew]] [[carer]] [[aEhead]] of him ",0.025394022464752197,0.845005452632904,1,0,1,32,"Successful"
"in memory ","in memory ",0.5590083599090576,0.5590083599090576,0,0,1,1,"Skipped"
"respectable [[new]] one ","respectable [[ew]] one ",0.08075892925262451,0.6282616853713989,1,0,1,8,"Successful"
"yet this grating showcase ","yet this grating showcase ",0.9088364243507385,0.9088364243507385,1,1,0,1,"Skipped"
"hate to tear your eyes away from the images long enough to [[read]] the subtitles ","hate to tear your eyes away from the images long enough to [[head]] the subtitles ",0.4089511036872864,0.7564947009086609,1,0,1,14,"Successful"
"addition to sporting one of the [[worst]] titles in recent cinematic history ","addition to sporting one of the [[worYst]] titles in recent cinematic history ",0.23391276597976685,0.9252653121948242,0,1,0,13,"Successful"
", this gender-bending comedy is generally [[quite]] [[funny]] . ",", this gender-bending comedy is generally [[quit]] [[fTunny]] . ",0.07700610160827637,0.7578725218772888,1,0,1,13,"Successful"
"build some robots , haul 'em to the theater with you for the late [[show]] , and [[put]] on your own mystery [[science]] [[theatre]] 3000 tribute to what is [[almost]] [[certainly]] going to go down as the [[worst]] -- and only -- killer website [[movie]] of this or any other year ","build some robots , haul 'em to the theater with you for the late [[hsow]] , and [[upt]] on your own mystery [[scieJce]] [[theater]] 3000 tribute to what is [[almQost]] [[certCainly]] going to go down as the [[woxrst]] -- and only -- killer website [[move]] of this or any other year ",0.3868787884712219,0.4115878939628601,0,0,0,110,"Failed"
"do [[n't]] work in concert ","do '[[t]] work in concert ",0.29985058307647705,0.4209749698638916,0,0,0,16,"Failed"
"the direction has a [[fluid]] , no-nonsense authority , and the [[performances]] by harris , phifer and [[cam]] ` [[ron]] [[seal]] the [[deal]] . ","the direction has a [[flAid]] , no-nonsense authority , and the [[Nerformances]] by harris , phifer and [[caF]] ` [[rn]] [[esal]] the [[dea]] . ",0.03291136026382446,0.927315890789032,1,0,1,37,"Successful"
"would have liked it more if it had just gone that one step further ","would have liked it more if it had just gone that one step further ",0.8894824981689453,0.8894824981689453,0,0,1,1,"Skipped"
"it 's too [[harsh]] to work as a piece of storytelling , ","it 's too [[hrash]] to work as a piece of storytelling , ",0.2428804636001587,0.3401828408241272,0,0,0,20,"Failed"
"hawaiian shirt ","hawaiian shirt ",0.5882747173309326,0.5882747173309326,0,0,1,1,"Skipped"
"[[takes]] a [[classic]] story , casts attractive and [[talented]] [[actors]] and [[uses]] a [[magnificent]] [[landscape]] to [[create]] a [[feature]] [[film]] that is [[wickedly]] [[fun]] to watch . ","[[tXkes]] a [[clasic]] story , casts attractive and [[taDlented]] [[acors]] and [[usee]] a [[magCificent]] [[landsape]] to [[crate]] a [[eature]] [[ilm]] that is [[wicekdly]] [[fug]] to watch . ",0.015742838382720947,0.5053784847259521,1,0,1,65,"Successful"
"provide its keenest [[pleasures]] ","provide its keenest [[pleasuers]] ",0.05762219429016113,0.5157614350318909,1,0,1,8,"Successful"
"[[altogether]] too [[slight]] to be [[called]] any kind of masterpiece ","[[alKtogether]] too [[lsight]] to be [[Pcalled]] any kind of masterpiece ",0.13509124517440796,0.2296302318572998,0,0,0,26,"Failed"
"[[grievous]] but ","[[Igrievous]] but ",0.3064756393432617,0.4011008143424988,0,0,0,6,"Failed"
"after you laugh once ( [[maybe]] twice ) , you will have [[completely]] [[forgotten]] the [[movie]] by the time you get [[back]] to your [[car]] in the [[parking]] lot . ","after you laugh once ( [[aybe]] twice ) , you will have [[complejtely]] [[forgotetn]] the [[move]] by the time you get [[baek]] to your [[cr]] in the [[Darking]] lot . ",0.05302023887634277,0.563507080078125,0,1,0,44,"Successful"
"[[hopeless]] ","[[hoepless]] ",0.2643052935600281,0.3885385990142822,0,0,0,6,"Failed"
"unpretentious , [[charming]] , [[quirky]] , [[original]] ","unpretentious , [[harming]] , [[qLirky]] , [[orUginal]] ",0.030625641345977783,0.61136794090271,1,0,1,17,"Successful"
"nicks and steinberg match their own creations for pure [[venality]] -- that 's giving it the old [[college]] try . ","nicks and steinberg match their own creations for pure [[venaliiy]] -- that 's giving it the old [[colleg]] try . ",0.4248889088630676,0.6214666962623596,0,1,0,18,"Successful"
"very [[well-written]] and very [[well-acted]] . ","very [[Wwell-written]] and very [[ell-acted]] . ",0.06533157825469971,0.5495750904083252,1,0,1,11,"Successful"
"are [[n't]] [[many]] [[conclusive]] answers in the film ","are [[n']] [[may]] [[cfnclusive]] answers in the film ",0.3102864623069763,0.4780450463294983,0,0,0,26,"Failed"
"[[clumsy]] [[dialogue]] , [[heavy-handed]] phoney-feeling [[sentiment]] , ","[[alumsy]] [[diakogue]] , [[eavy-handed]] phoney-feeling [[esntiment]] , ",0.0761946439743042,0.32816922664642334,0,0,0,26,"Failed"
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ","proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ",0.5583969354629517,0.5583969354629517,1,1,0,1,"Skipped"
"[[bring]] tissues . ","[[Ubring]] tissues . ",0.49422597885131836,0.5909386873245239,1,0,1,7,"Successful"
"the film 's mid-to-low [[budget]] is [[betrayed]] by the surprisingly [[shoddy]] [[makeup]] work . ","the film 's mid-to-low [[bduget]] is [[betgayed]] by the surprisingly [[shoLdy]] [[makegp]] work . ",0.1045999526977539,0.42836374044418335,0,0,0,41,"Failed"
"[[brings]] the proper conviction to his [[role]] as ( jason bourne ) . ","[[bings]] the proper conviction to his [[rjole]] as ( jason bourne ) . ",0.05442607402801514,0.6365694999694824,1,0,1,15,"Successful"
"as a [[young]] woman of [[great]] [[charm]] , [[generosity]] and diplomacy ","as a [[oung]] woman of [[greeat]] [[charp]] , [[genLerosity]] and diplomacy ",0.01933997869491577,0.5353915691375732,1,0,1,23,"Successful"
"there 's [[something]] [[poignant]] about an [[artist]] of 90-plus years taking the effort to share his impressions of life and loss and time and [[art]] with [[us]] . ","there 's [[someXthing]] [[poginant]] about an [[arotist]] of 90-plus years taking the effort to share his impressions of life and loss and time and [[rat]] with [[uVs]] . ",0.015017688274383545,0.6498241424560547,1,0,1,35,"Successful"
"just too [[silly]] ","just too [[sBlly]] ",0.10698497295379639,0.17631322145462036,0,0,0,6,"Failed"
"cinematic [[bon]] bons ","cinematic [[bno]] bons ",0.07847905158996582,0.5978425741195679,1,0,1,8,"Successful"
"it is supremely [[unfunny]] and unentertaining to watch middle-age and ","it is supremely [[unfunnRy]] and unentertaining to watch middle-age and ",0.26398801803588867,0.5617272853851318,0,1,0,10,"Successful"
"a [[lively]] and [[engaging]] examination of how similar obsessions can dominate a [[family]] . ","a [[Wively]] and [[eRngaging]] examination of how similar obsessions can dominate a [[amily]] . ",0.05720233917236328,0.8089733123779297,1,0,1,20,"Successful"
"[[irritates]] and ","[[Oirritates]] and ",0.406623899936676,0.46206945180892944,0,0,0,6,"Failed"
"[[collapse]] ","[[colapse]] ",0.31129956245422363,0.3885385990142822,0,0,0,6,"Failed"
"so many of the challenges it poses for itself that one can forgive the [[film]] its flaws ","so many of the challenges it poses for itself that one can forgive the [[flm]] its flaws ",0.15702742338180542,0.9069564342498779,1,0,1,12,"Successful"
", it [[serves]] as a workable [[primer]] for the region 's recent history , and would make a [[terrific]] 10th-grade [[learning]] tool . ",", it [[servCs]] as a workable [[priDer]] for the region 's recent history , and would make a [[terific]] 10th-grade [[leaSning]] tool . ",0.02373647689819336,0.6300585269927979,1,0,1,29,"Successful"
"wide-awake all the way through ","wide-awake all the way through ",0.6312230229377747,0.6312230229377747,0,0,1,1,"Skipped"
"( [[vainly]] , i [[think]] ) ","( [[ainly]] , i [[thik]] ) ",0.33696871995925903,0.3945612907409668,0,0,0,11,"Failed"
"is one big [[excuse]] to play one [[lewd]] [[scene]] after [[another]] . ","is one big [[ecxcuse]] to play one [[elwd]] [[scSene]] after [[anbother]] . ",0.08243709802627563,0.2748183608055115,0,0,0,40,"Failed"
"is effective if you stick with it ","is effective if you stick with it ",0.509354829788208,0.509354829788208,0,0,1,1,"Skipped"
"that underscore the importance of [[family]] [[tradition]] and familial [[community]] ","that underscore the importance of [[famDly]] [[traditio]] and familial [[comRmunity]] ",0.029553532600402832,0.5390701293945312,1,0,1,19,"Successful"
"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ","delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",0.5147421360015869,0.5147421360015869,0,0,1,1,"Skipped"
"watching this digital-effects-heavy , [[supposed]] family-friendly comedy ","watching this digital-effects-heavy , [[spposed]] family-friendly comedy ",0.28740888833999634,0.3548697829246521,0,0,0,26,"Failed"
"absolutely and [[completely]] [[ridiculous]] and ","absolutely and [[cfompletely]] [[idiculous]] and ",0.27346497774124146,0.5314436554908752,0,1,0,12,"Successful"
"'s a very [[tasteful]] [[rock]] and [[roll]] movie . ","'s a very [[tasYteful]] [[rcok]] and [[soll]] movie . ",0.051740825176239014,0.6394222974777222,1,0,1,17,"Successful"
