"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"by far the [[worst]] movie of the year ","by far the [[finest]] movie of the year ",0.1698683500289917,0.9319861531257629,0,1,0,46,"Successful"
"[[sit]] through , ","[[seat]] through , ",0.36574333906173706,0.4587938189506531,0,0,0,14,"Failed"
"more than another `` [[best]] man '' clone by weaving a theme throughout this funny [[film]] ","more than another `` [[advisable]] man '' clone by weaving a theme throughout this funny [[moviemaking]] ",0.022571980953216553,0.514094889163971,1,0,1,94,"Successful"
"it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ","it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ",0.719255805015564,0.719255805015564,0,0,1,1,"Skipped"
"heroes ","heroes ",0.5467116236686707,0.5467116236686707,0,0,1,1,"Skipped"
"[[oblivious]] to the [[existence]] of this film ","[[impulsive]] to the [[presence]] of this film ",0.3305307626724243,0.9476590156555176,0,1,0,45,"Successful"
"sharply ","sharply ",0.6159629821777344,0.6159629821777344,0,0,1,1,"Skipped"
"the [[entire]] [[point]] of a [[shaggy]] [[dog]] story , of [[course]] , is that it goes nowhere , and this is classic nowheresville in [[every]] sense . ","the [[ensemble]] [[themes]] of a [[samy]] [[cocker]] story , of [[paths]] , is that it goes nowhere , and this is classic nowheresville in [[each]] sense . ",0.03988999128341675,0.5124791860580444,0,1,0,103,"Successful"
"[[sometimes]] [[dry]] ","[[always]] [[driest]] ",0.2881443500518799,0.4832580089569092,0,0,0,33,"Failed"
"as they come , already having been [[recycled]] more times than i 'd [[care]] to [[count]] ","as they come , already having been [[restored]] more times than i 'd [[loving]] to [[account]] ",0.04985684156417847,0.5133857727050781,0,1,0,31,"Successful"
"[[covers]] this territory with [[wit]] and [[originality]] , suggesting that with his fourth [[feature]] ","[[blanket]] this territory with [[witt]] and [[initials]] , suggesting that with his fourth [[specifics]] ",0.03515362739562988,0.8436015844345093,1,0,1,118,"Successful"
"a $ 40 million [[version]] of a [[game]] ","a $ 40 million [[step]] of a [[sets]] ",0.26000267267227173,0.4251028895378113,0,0,0,54,"Failed"
"[[gorgeous]] and [[deceptively]] minimalist ","[[marvellous]] and [[wrongly]] minimalist ",0.04860752820968628,0.5526635646820068,1,0,1,37,"Successful"
"cross [[swords]] with the [[best]] of them and ","cross [[machetes]] with the [[biggest]] of them and ",0.03531128168106079,0.5426788330078125,1,0,1,50,"Successful"
"as a [[fringe]] feminist [[conspiracy]] theorist ","as a [[edge]] feminist [[intrigue]] theorist ",0.1865330934524536,0.8872954249382019,0,1,0,42,"Successful"
"proves once again he [[has]] n't lost his touch , bringing off a superb performance in an admittedly middling [[film]] . ","proves once again he [[was]] n't lost his touch , bringing off a superb performance in an admittedly middling [[movie]] . ",0.0738520622253418,0.8450146317481995,1,0,1,66,"Successful"
"[[disappointments]] ","[[eccentricities]] ",0.32774269580841064,0.46672141551971436,0,0,0,52,"Failed"
"the [[horrors]] ","the [[weirdos]] ",0.3277612328529358,0.39344555139541626,0,0,0,41,"Failed"
"a muddle splashed with bloody [[beauty]] as [[vivid]] as any scorsese has ever given [[us]] . ","a muddle splashed with bloody [[belle]] as [[vehement]] as any scorsese has ever given [[we]] . ",0.05021947622299194,0.7605692148208618,1,0,1,54,"Successful"
"[[many]] [[pointless]] ","[[varied]] [[vain]] ",0.23185867071151733,0.41217321157455444,0,0,0,50,"Failed"
"a [[beautifully]] ","a [[appallingly]] ",0.04387223720550537,0.6425942182540894,1,0,1,32,"Successful"
"[[contrived]] , well-worn [[situations]] ","[[engineered]] , well-worn [[example]] ",0.12381458282470703,0.39042943716049194,0,0,0,31,"Failed"
"a [[doa]] ","a [[madea]] ",0.2963339686393738,0.43992090225219727,0,0,0,3,"Failed"
"[[poor]] ben bratt could n't [[find]] [[stardom]] if mapquest [[emailed]] him point-to-point [[driving]] [[directions]] . ","[[needy]] ben bratt could n't [[discovery]] [[renown]] if mapquest [[communication]] him point-to-point [[promenade]] [[guided]] . ",0.08018839359283447,0.5250228047370911,0,1,0,194,"Successful"
"to be as subtle and [[touching]] as the son 's room ","to be as subtle and [[plaguing]] as the son 's room ",0.04081016778945923,0.6382113099098206,1,0,1,28,"Successful"
"starts with a [[legend]] ","starts with a [[subtitling]] ",0.05723285675048828,0.6574642658233643,1,0,1,22,"Successful"
"far [[less]] sophisticated and ","far [[shortest]] sophisticated and ",0.4052574038505554,0.9360188245773315,0,1,0,10,"Successful"
"[[rich]] veins of [[funny]] stuff in this movie ","[[wealthier]] veins of [[weird]] stuff in this movie ",0.07407009601593018,0.773391604423523,1,0,1,44,"Successful"
"no [[apparent]] joy ","no [[striking]] joy ",0.30817270278930664,0.9324859976768494,0,1,0,32,"Successful"
"shot on [[ugly]] digital [[video]] ","shot on [[outrageous]] digital [[film]] ",0.15450751781463623,0.9243213534355164,0,1,0,69,"Successful"
"... a [[sour]] [[little]] [[movie]] at its [[core]] ; an [[exploration]] of the [[emptiness]] that underlay the [[relentless]] [[gaiety]] of the 1920 's ... the film 's [[ending]] [[has]] a `` what was it all for ? '' ","... a [[scathing]] [[modest]] [[cinema]] at its [[heart]] ; an [[examines]] of the [[empties]] that underlay the [[persevering]] [[fearlessness]] of the 1920 's ... the film 's [[finish]] [[enjoy]] a `` what was it all for ? '' ",0.030247747898101807,0.4157860279083252,0,0,0,309,"Failed"
"though [[ford]] and neeson capably hold our interest , but its just not a thrilling movie ","though [[chevy]] and neeson capably hold our interest , but its just not a thrilling movie ",0.08401602506637573,0.506662905216217,0,1,0,11,"Successful"
"is pretty damned [[funny]] . ","is pretty damned [[outlandish]] . ",0.0798456072807312,0.753092348575592,1,0,1,14,"Successful"
"we never feel anything for these [[characters]] ","we never feel anything for these [[roles]] ",0.36346137523651123,0.591665506362915,0,1,0,41,"Successful"
"'s a [[lousy]] one at that ","'s a [[sorrowful]] one at that ",0.24579495191574097,0.9124660491943359,0,1,0,41,"Successful"
"the corporate circus that is the recording industry in the current climate of mergers and [[downsizing]] ","the corporate circus that is the recording industry in the current climate of mergers and [[decreases]] ",0.3333061933517456,0.5128713846206665,0,1,0,58,"Successful"
"the storylines are woven together skilfully , the [[magnificent]] swooping aerial shots are [[breathtaking]] , and the overall [[experience]] is [[awesome]] . ","the storylines are woven together skilfully , the [[formidable]] swooping aerial shots are [[whopping]] , and the overall [[experimentation]] is [[unbelievable]] . ",0.031362712383270264,0.5133196115493774,1,0,1,135,"Successful"
"of the most highly-praised [[disappointments]] i ","of the most highly-praised [[eccentricities]] i ",0.27229273319244385,0.4765540361404419,0,0,0,53,"Failed"
"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a [[total]] [[lack]] of empathy . ","sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a [[ensemble]] [[rarity]] of empathy . ",0.038605451583862305,0.6175310611724854,0,1,0,90,"Successful"
"seem fresh ","seem fresh ",0.5531624555587769,0.5531624555587769,0,0,1,1,"Skipped"
"to the [[dustbin]] of history ","to the [[ben]] of history ",0.368363618850708,0.9382543563842773,0,1,0,29,"Successful"
"as a director , eastwood is off his game ","as a director , eastwood is off his game ",0.8468804359436035,0.8468804359436035,1,1,0,1,"Skipped"
"pays earnest [[homage]] to turntablists ","pays earnest [[glorifying]] to turntablists ",0.0685834288597107,0.6157113313674927,1,0,1,54,"Successful"
"[[weak]] and ","[[modest]] and ",0.35101819038391113,0.944485604763031,0,1,0,16,"Successful"
"[[skip]] this [[dreck]] , ","[[leap]] this [[bullcrap]] , ",0.18165087699890137,0.4414716958999634,0,0,0,50,"Failed"
"contains very few laughs and even less surprises ","contains very few laughs and even less surprises ",0.7476054430007935,0.7476054430007935,1,1,0,1,"Skipped"
"film to affirm [[love]] 's [[power]] to help people endure almost unimaginable horror ","film to affirm [[iove]] 's [[electrics]] to help people endure almost unimaginable horror ",0.12363278865814209,0.8346827030181885,1,0,1,49,"Successful"
"are an absolute [[joy]] ","are an absolute [[gaiety]] ",0.07508468627929688,0.7007570266723633,1,0,1,50,"Successful"
"generates ","generates ",0.5798834562301636,0.5798834562301636,0,0,1,1,"Skipped"
", like life , is n't much [[fun]] without the highs and lows ",", like life , is n't much [[joke]] without the highs and lows ",0.06369829177856445,0.8686683773994446,1,0,1,55,"Successful"
"based on a [[true]] and historically [[significant]] story ","based on a [[exact]] and historically [[discernible]] story ",0.039131999015808105,0.7557018399238586,1,0,1,71,"Successful"
"well-rounded [[tribute]] ","well-rounded [[glorifying]] ",0.059768497943878174,0.6035491228103638,1,0,1,53,"Successful"
", though many of the actors [[throw]] off a spark or two when they first appear , they ca n't generate enough heat in this [[cold]] [[vacuum]] of a comedy to start a reaction . ",", though many of the actors [[cast]] off a spark or two when they first appear , they ca n't generate enough heat in this [[cool]] [[empties]] of a comedy to start a reaction . ",0.053517818450927734,0.507416844367981,0,1,0,68,"Successful"
"so much like a young [[robert]] deniro ","so much like a young [[roberto]] deniro ",0.08313816785812378,0.6911733150482178,1,0,1,14,"Successful"
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling [[family]] [[intensity]] on one continuum . ","khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling [[habitation]] [[severity]] on one continuum . ",0.05551266670227051,0.5003641843795776,1,0,1,54,"Successful"
"fashioning an [[engrossing]] [[entertainment]] out ","fashioning an [[puzzling]] [[distraction]] out ",0.057494521141052246,0.7884564995765686,1,0,1,60,"Successful"
"spiffy animated [[feature]] ","spiffy animated [[specifics]] ",0.06478703022003174,0.6048951148986816,1,0,1,41,"Successful"
"that 's [[so]] sloppily written and cast that you can not believe anyone more [[central]] to the creation of [[bugsy]] than the [[caterer]] ","that 's [[well]] sloppily written and cast that you can not believe anyone more [[important]] to the creation of [[mugsy]] than the [[catering]] ",0.03899562358856201,0.5807105302810669,0,1,0,67,"Successful"
"alternating between facetious [[comic]] parody and pulp melodrama , this smart-aleck movie ... tosses around some [[intriguing]] questions about the difference between human and android [[life]] ","alternating between facetious [[unfunny]] parody and pulp melodrama , this smart-aleck movie ... tosses around some [[interesting]] questions about the difference between human and android [[subsistence]] ",0.02208566665649414,0.5296192765235901,1,0,1,121,"Successful"
"strung-together moments ","strung-together moments ",0.4993003010749817,0.4993003010749817,0,0,0,30,"Failed"
", [[generous]] and [[subversive]] [[artworks]] ",", [[altruistic]] and [[counterproductive]] [[collages]] ",0.03372800350189209,0.7546284198760986,1,0,1,51,"Successful"
"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ","it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",0.9362715482711792,0.9362715482711792,0,0,1,1,"Skipped"
"[[funny]] yet ","[[joke]] yet ",0.0562138557434082,0.6594831943511963,1,0,1,39,"Successful"
"[[overbearing]] and over-the-top ","[[cheeky]] and over-the-top ",0.27772432565689087,0.9040869474411011,0,1,0,25,"Successful"
"it 's [[robert]] [[duvall]] ! ","it 's [[cynthia]] [[cates]] ! ",0.0443761944770813,0.6176900267601013,1,0,1,49,"Successful"
"[[rich]] and sudden [[wisdom]] ","[[wealthier]] and sudden [[circumspect]] ",0.032832324504852295,0.6099616289138794,1,0,1,49,"Successful"
"acted and directed , it 's clear that washington most [[certainly]] has a new [[career]] [[ahead]] of him ","acted and directed , it 's clear that washington most [[plainly]] has a new [[errand]] [[impatiently]] of him ",0.025394022464752197,0.5587491393089294,1,0,1,70,"Successful"
"in memory ","in memory ",0.5590083599090576,0.5590083599090576,0,0,1,1,"Skipped"
"respectable [[new]] one ","respectable [[latest]] one ",0.08075892925262451,0.6254816651344299,1,0,1,9,"Successful"
"yet this grating showcase ","yet this grating showcase ",0.9088364243507385,0.9088364243507385,1,1,0,1,"Skipped"
"hate to tear your eyes away from the images long enough to [[read]] the subtitles ","hate to tear your eyes away from the images long enough to [[reading]] the subtitles ",0.4089511036872864,0.6015781164169312,1,0,1,25,"Successful"
"addition to sporting one of the [[worst]] titles in recent cinematic history ","addition to sporting one of the [[finest]] titles in recent cinematic history ",0.23391276597976685,0.9621952772140503,0,1,0,46,"Successful"
", this gender-bending [[comedy]] is generally quite [[funny]] . ",", this gender-bending [[travesty]] is generally quite [[weird]] . ",0.07700610160827637,0.881892204284668,1,0,1,88,"Successful"
"[[build]] some [[robots]] , [[haul]] 'em to the theater with you for the late [[show]] , and [[put]] on your [[own]] [[mystery]] [[science]] [[theatre]] 3000 [[tribute]] to what is almost [[certainly]] [[going]] to [[go]] down as the [[worst]] -- and only -- [[killer]] [[website]] [[movie]] of this or any other year ","[[creations]] some [[bots]] , [[plundered]] 'em to the theater with you for the late [[showcases]] , and [[brings]] on your [[unique]] [[mysteries]] [[scientists]] [[film]] 3000 [[appreciate]] to what is almost [[definately]] [[departing]] to [[will]] down as the [[greatest]] -- and only -- [[reputed]] [[web]] [[film]] of this or any other year ",0.3868787884712219,0.512152910232544,0,1,0,417,"Successful"
"[[do]] n't work in concert ","[[accomplished]] n't work in concert ",0.29985058307647705,0.9145618677139282,0,1,0,31,"Successful"
"the direction has a [[fluid]] , no-nonsense authority , and the [[performances]] by harris , phifer and [[cam]] ` ron [[seal]] the deal . ","the direction has a [[fluids]] , no-nonsense authority , and the [[spectacles]] by harris , phifer and [[camshaft]] ` ron [[tossed]] the deal . ",0.03291136026382446,0.5075898170471191,1,0,1,44,"Successful"
"would have liked it more if it had just gone that one step further ","would have liked it more if it had just gone that one step further ",0.8894824981689453,0.8894824981689453,0,0,1,1,"Skipped"
"it 's too [[harsh]] to work as a piece of storytelling , ","it 's too [[intense]] to work as a piece of storytelling , ",0.2428804636001587,0.8972725868225098,0,1,0,51,"Successful"
"hawaiian shirt ","hawaiian shirt ",0.5882747173309326,0.5882747173309326,0,0,1,1,"Skipped"
"takes a classic story , casts attractive and [[talented]] actors and uses a [[magnificent]] [[landscape]] to [[create]] a [[feature]] [[film]] that is wickedly [[fun]] to watch . ","takes a classic story , casts attractive and [[specialised]] actors and uses a [[unbelievable]] [[beautification]] to [[establish]] a [[specifics]] [[moviemaking]] that is wickedly [[jest]] to watch . ",0.015742838382720947,0.5004141330718994,1,0,1,231,"Successful"
"provide its keenest [[pleasures]] ","provide its keenest [[indulging]] ",0.05762219429016113,0.5907977223396301,1,0,1,47,"Successful"
"[[altogether]] too [[slight]] to be [[called]] any kind of masterpiece ","[[perfectly]] too [[gentle]] to be [[inviting]] any kind of masterpiece ",0.13509124517440796,0.9243839979171753,0,1,0,144,"Successful"
"[[grievous]] but ","[[important]] but ",0.3064756393432617,0.9363094568252563,0,1,0,22,"Successful"
"after you laugh once ( [[maybe]] twice ) , you will have completely forgotten the movie by the time you get back to your car in the [[parking]] lot . ","after you laugh once ( [[arguably]] twice ) , you will have completely forgotten the movie by the time you get back to your car in the [[park]] lot . ",0.05302023887634277,0.6598129868507385,0,1,0,27,"Successful"
"[[hopeless]] ","[[upsetting]] ",0.2643052935600281,0.4339466094970703,0,0,0,41,"Failed"
"[[unpretentious]] , [[charming]] , [[quirky]] , original ","[[nondescript]] , [[appetizing]] , [[screwy]] , original ",0.030625641345977783,0.7898604869842529,1,0,1,68,"Successful"
"nicks and steinberg match their own creations for pure venality -- that 's giving it the old [[college]] try . ","nicks and steinberg match their own creations for pure venality -- that 's giving it the old [[collegiate]] try . ",0.4248889088630676,0.5910259485244751,0,1,0,34,"Successful"
"[[very]] well-written and very well-acted . ","[[too]] well-written and very well-acted . ",0.06533157825469971,0.6036263704299927,1,0,1,54,"Successful"
"are n't many [[conclusive]] answers in the film ","are n't many [[powerful]] answers in the film ",0.3102864623069763,0.5564059019088745,0,1,0,34,"Successful"
"[[clumsy]] dialogue , heavy-handed phoney-feeling [[sentiment]] , ","[[delicate]] dialogue , heavy-handed phoney-feeling [[spirit]] , ",0.0761946439743042,0.8852890133857727,0,1,0,73,"Successful"
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ","proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ",0.5583969354629517,0.5583969354629517,1,1,0,1,"Skipped"
"[[bring]] tissues . ","[[render]] tissues . ",0.49422597885131836,0.6549288630485535,1,0,1,50,"Successful"
"the film 's mid-to-low [[budget]] is betrayed by the surprisingly [[shoddy]] [[makeup]] work . ","the film 's mid-to-low [[financials]] is betrayed by the surprisingly [[fuzzy]] [[composition]] work . ",0.1045999526977539,0.9342576861381531,0,1,0,42,"Successful"
"brings the proper conviction to his [[role]] as ( jason [[bourne]] ) . ","brings the proper conviction to his [[function]] as ( jason [[bourn]] ) . ",0.05442607402801514,0.7326854467391968,1,0,1,24,"Successful"
"as a [[young]] woman of [[great]] [[charm]] , [[generosity]] and diplomacy ","as a [[puerile]] woman of [[gargantuan]] [[temptation]] , [[indulgence]] and diplomacy ",0.01933997869491577,0.8386073708534241,1,0,1,136,"Successful"
"there 's something [[poignant]] about an [[artist]] of 90-plus [[years]] [[taking]] the effort to share his impressions of [[life]] and loss and [[time]] and [[art]] with [[us]] . ","there 's something [[dreaded]] about an [[artistes]] of 90-plus [[yrs]] [[opting]] the effort to share his impressions of [[subsistence]] and loss and [[hours]] and [[artsy]] with [[we]] . ",0.015017688274383545,0.8712424039840698,1,0,1,199,"Successful"
"just too silly ","just too silly ",0.10698497295379639,0.10698497295379639,0,0,0,2,"Failed"
"[[cinematic]] [[bon]] bons ","[[cinematographic]] [[guten]] bons ",0.07847905158996582,0.6482181549072266,1,0,1,35,"Successful"
"it is supremely [[unfunny]] and unentertaining to watch middle-age and ","it is supremely [[hilarious]] and unentertaining to watch middle-age and ",0.26398801803588867,0.956889271736145,0,1,0,53,"Successful"
"a lively and [[engaging]] examination of how similar [[obsessions]] can dominate a [[family]] . ","a lively and [[committing]] examination of how similar [[fixated]] can dominate a [[spousal]] . ",0.05720233917236328,0.5115767121315002,1,0,1,90,"Successful"
"[[irritates]] and ","[[impresses]] and ",0.406623899936676,0.942648708820343,0,1,0,45,"Successful"
"[[collapse]] ","[[autumn]] ",0.31129956245422363,0.4279174208641052,0,0,0,51,"Failed"
"so many of the [[challenges]] it poses for itself that one can forgive the film its flaws ","so many of the [[challenge]] it poses for itself that one can forgive the film its flaws ",0.15702742338180542,0.7093307375907898,1,0,1,26,"Successful"
", it serves as a workable primer for the region 's recent history , and would make a [[terrific]] 10th-grade [[learning]] tool . ",", it serves as a workable primer for the region 's recent history , and would make a [[unbelievable]] 10th-grade [[school]] tool . ",0.02373647689819336,0.5951495170593262,1,0,1,89,"Successful"
"wide-awake all the way through ","wide-awake all the way through ",0.6312230229377747,0.6312230229377747,0,0,1,1,"Skipped"
"( [[vainly]] , i [[think]] ) ","( [[passionately]] , i [[insights]] ) ",0.33696871995925903,0.9469885230064392,0,1,0,72,"Successful"
"is one big [[excuse]] to play one lewd scene after another . ","is one big [[pardoned]] to play one lewd scene after another . ",0.08243709802627563,0.6551296710968018,0,1,0,46,"Successful"
"is effective if you stick with it ","is effective if you stick with it ",0.509354829788208,0.509354829788208,0,0,1,1,"Skipped"
"that underscore the importance of [[family]] [[tradition]] and familial community ","that underscore the importance of [[housework]] [[routine]] and familial community ",0.029553532600402832,0.6003170609474182,1,0,1,36,"Successful"
"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ","delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",0.5147421360015869,0.5147421360015869,0,0,1,1,"Skipped"
"[[watching]] this digital-effects-heavy , [[supposed]] family-friendly comedy ","[[behold]] this digital-effects-heavy , [[suspected]] family-friendly comedy ",0.28740888833999634,0.9017871618270874,0,1,0,64,"Successful"
"absolutely and completely [[ridiculous]] and ","absolutely and completely [[ironic]] and ",0.27346497774124146,0.9226805567741394,0,1,0,39,"Successful"
"'s a [[very]] [[tasteful]] rock and [[roll]] movie . ","'s a [[too]] [[glossy]] rock and [[slippery]] movie . ",0.051740825176239014,0.9058114290237427,1,0,1,104,"Successful"
"the movie is almost completely [[lacking]] in suspense , surprise and consistent emotional conviction . ","the movie is almost completely [[rarity]] in suspense , surprise and consistent emotional conviction . ",0.36094170808792114,0.6231977939605713,0,1,0,45,"Successful"
"realistic [[portrayal]] ","realistic [[spitting]] ",0.04650205373764038,0.6161429286003113,1,0,1,53,"Successful"
"as if [[trying]] to grab a lump of play-doh , the [[harder]] that liman [[tries]] to [[squeeze]] his story ","as if [[appealing]] to grab a lump of play-doh , the [[closer]] that liman [[strives]] to [[tremble]] his story ",0.06366431713104248,0.6114181876182556,0,1,0,143,"Successful"
"well-thought stunts or ","well-thought stunts or ",0.7190543413162231,0.7190543413162231,0,0,1,1,"Skipped"
"[[reveals]] how [[important]] our special talents can be when put in [[service]] of of others . ","[[divulge]] how [[critical]] our special talents can be when put in [[servicing]] of of others . ",0.057007431983947754,0.7070589065551758,1,0,1,97,"Successful"
"no lika [[da]] ","no lika [[lawyer]] ",0.2135496735572815,0.24016684293746948,0,0,0,12,"Failed"
"a [[welcome]] [[relief]] ","a [[glad]] [[reparations]] ",0.05161625146865845,0.6695370674133301,1,0,1,56,"Successful"
"the [[promise]] of digital filmmaking ","the [[swearing]] of digital filmmaking ",0.08499044179916382,0.6680075526237488,1,0,1,36,"Successful"
"just one that could easily [[wait]] for your [[pay]] per view [[dollar]] ","just one that could easily [[hope]] for your [[reward]] per view [[aussie]] ",0.07298731803894043,0.9503988027572632,0,1,0,105,"Successful"
"justify a theatrical [[simulation]] of the [[death]] camp of auschwitz ii-birkenau ","justify a theatrical [[fictional]] of the [[lives]] camp of auschwitz ii-birkenau ",0.14251267910003662,0.8603601455688477,0,1,0,87,"Successful"
"[[extraordinary]] faith ","[[unpaid]] faith ",0.0435296893119812,0.544746994972229,1,0,1,31,"Successful"
