"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"cold movie ","cold movie ",0.30341899394989014,0.30341899394989014,0,0,0,1,"Failed"
"with his usual intelligence and subtlety ","with his usual intelligence and subtlety ",0.05799788236618042,0.05799788236618042,1,1,1,1,"Failed"
"redundant concept ","redundant concept ",0.4194301962852478,0.4194301962852478,0,0,0,1,"Failed"
"swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds . ","swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds . ",0.018200159072875977,0.018200159072875977,1,1,1,1,"Failed"
"equals the original and in some ways even betters it ","equals the original and in some ways even betters it ",0.10117989778518677,0.10117989778518677,1,1,1,1,"Failed"
"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . ","if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . ",0.8758251070976257,0.8758251070976257,0,0,1,1,"Skipped"
"a smile on your face ","a smile on your face ",0.12131297588348389,0.12131297588348389,1,1,1,1,"Failed"
"comes from the brave , uninhibited performances ","comes from the brave , uninhibited performances ",0.033103227615356445,0.033103227615356445,1,1,1,1,"Failed"
"excruciatingly unfunny and pitifully unromantic ","excruciatingly unfunny and pitifully unromantic ",0.028381764888763428,0.028381764888763428,0,0,0,1,"Failed"
"enriched by an imaginatively mixed cast of antic spirits ","enriched by an imaginatively mixed cast of antic spirits ",0.03846085071563721,0.03846085071563721,1,1,1,1,"Failed"
"which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ","which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0.018037378787994385,0.018037378787994385,0,0,0,1,"Failed"
"in world cinema ","in world cinema ",0.10416632890701294,0.10416632890701294,1,1,1,1,"Failed"
"very good viewing alternative ","very good viewing alternative ",0.060044050216674805,0.060044050216674805,1,1,1,1,"Failed"
"the plot is nothing but boilerplate clichés from start to finish , ","the plot is nothing but boilerplate clichés from start to finish , ",0.02571117877960205,0.02571117877960205,0,0,0,1,"Failed"
"the action is stilted ","the action is stilted ",0.07339465618133545,0.07339465618133545,0,0,0,1,"Failed"
"on all cylinders ","on all cylinders ",0.6108046174049377,0.6108046174049377,0,0,1,1,"Skipped"
"will find little of interest in this film , which is often preachy and poorly acted ","will find little of interest in this film , which is often preachy and poorly acted ",0.028775691986083984,0.028775691986083984,0,0,0,1,"Failed"
"by far the worst movie of the year ","by far the worst movie of the year ",0.061954617500305176,0.061954617500305176,0,0,0,1,"Failed"
"sit through , ","sit through , ",0.39055097103118896,0.39055097103118896,0,0,0,1,"Failed"
"more than another `` best man '' clone by weaving a theme throughout this funny film ","more than another `` best man '' clone by weaving a theme throughout this funny film ",0.019507646560668945,0.019507646560668945,1,1,1,1,"Failed"
"it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ","it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ",0.5461951494216919,0.5461951494216919,0,0,1,1,"Skipped"
"heroes ","heroes ",0.29643839597702026,0.29643839597702026,1,1,1,1,"Failed"
"oblivious to the existence of this film ","oblivious to the existence of this film ",0.2438461184501648,0.2438461184501648,0,0,0,1,"Failed"
"sharply ","sharply ",0.29796338081359863,0.29796338081359863,1,1,1,1,"Failed"
"the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense . ","the entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense . ",0.02723217010498047,0.02723217010498047,0,0,0,1,"Failed"
"sometimes dry ","sometimes dry ",0.255365252494812,0.255365252494812,0,0,0,1,"Failed"
"as they come , already having been recycled more times than i 'd care to count ","as they come , already having been recycled more times than i 'd care to count ",0.042573630809783936,0.042573630809783936,0,0,0,1,"Failed"
"covers this territory with wit and originality , suggesting that with his fourth feature ","covers this territory with wit and originality , suggesting that with his fourth feature ",0.04231148958206177,0.04231148958206177,1,1,1,1,"Failed"
"a $ 40 million version of a game ","a $ 40 million version of a game ",0.19926100969314575,0.19926100969314575,0,0,0,1,"Failed"
"gorgeous and deceptively minimalist ","gorgeous and deceptively minimalist ",0.06262290477752686,0.06262290477752686,1,1,1,1,"Failed"
"cross swords with the best of them and ","cross swords with the best of them and ",0.03320819139480591,0.03320819139480591,1,1,1,1,"Failed"
"as a fringe feminist conspiracy theorist ","as a fringe feminist conspiracy theorist ",0.2886161208152771,0.2886161208152771,0,0,0,1,"Failed"
"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ","proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ",0.2206556797027588,0.2206556797027588,1,1,1,1,"Failed"
"disappointments ","disappointments ",0.348971962928772,0.348971962928772,0,0,0,1,"Failed"
"the horrors ","the horrors ",0.40334564447402954,0.40334564447402954,0,0,0,1,"Failed"
"a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ","a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ",0.06919658184051514,0.06919658184051514,1,1,1,1,"Failed"
"many pointless ","many pointless ",0.11301803588867188,0.11301803588867188,0,0,0,1,"Failed"
"a beautifully ","a beautifully ",0.06685477495193481,0.06685477495193481,1,1,1,1,"Failed"
"contrived , well-worn situations ","contrived , well-worn situations ",0.04501223564147949,0.04501223564147949,0,0,0,1,"Failed"
"a doa ","a doa ",0.4220089912414551,0.4220089912414551,0,0,0,1,"Failed"
"poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ","poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ",0.08619135618209839,0.08619135618209839,0,0,0,1,"Failed"
"to be as subtle and touching as the son 's room ","to be as subtle and touching as the son 's room ",0.06439495086669922,0.06439495086669922,1,1,1,1,"Failed"
"starts with a legend ","starts with a legend ",0.09932738542556763,0.09932738542556763,1,1,1,1,"Failed"
"far less sophisticated and ","far less sophisticated and ",0.5606389045715332,0.5606389045715332,1,1,0,1,"Skipped"
"rich veins of funny stuff in this movie ","rich veins of funny stuff in this movie ",0.06634461879730225,0.06634461879730225,1,1,1,1,"Failed"
"no apparent joy ","no apparent joy ",0.27123159170150757,0.27123159170150757,0,0,0,1,"Failed"
"shot on ugly digital video ","shot on ugly digital video ",0.06517034769058228,0.06517034769058228,0,0,0,1,"Failed"
"... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ","... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? '' ",0.004918456077575684,0.004918456077575684,0,0,0,1,"Failed"
"though ford and neeson capably hold our interest , but its just not a thrilling movie ","though ford and neeson capably hold our interest , but its just not a thrilling movie ",0.139518141746521,0.139518141746521,0,0,0,1,"Failed"
"is pretty damned funny . ","is pretty damned funny . ",0.1074327826499939,0.1074327826499939,1,1,1,1,"Failed"
"we never feel anything for these characters ","we never feel anything for these characters ",0.4866548776626587,0.4866548776626587,0,0,0,1,"Failed"
"'s a lousy one at that ","'s a lousy one at that ",0.1539594531059265,0.1539594531059265,0,0,0,1,"Failed"
"the corporate circus that is the recording industry in the current climate of mergers and downsizing ","the corporate circus that is the recording industry in the current climate of mergers and downsizing ",0.3963475823402405,0.3963475823402405,0,0,0,1,"Failed"
"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . ","the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . ",0.03221851587295532,0.03221851587295532,1,1,1,1,"Failed"
"of the most highly-praised disappointments i ","of the most highly-praised disappointments i ",0.11539328098297119,0.11539328098297119,0,0,0,1,"Failed"
"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ","sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",0.023150086402893066,0.023150086402893066,0,0,0,1,"Failed"
"seem fresh ","seem fresh ",0.3034508228302002,0.3034508228302002,1,1,1,1,"Failed"
"to the dustbin of history ","to the dustbin of history ",0.3803374767303467,0.3803374767303467,0,0,0,1,"Failed"
"as a director , eastwood is off his game ","as a director , eastwood is off his game ",0.2126585841178894,0.2126585841178894,0,0,0,1,"Failed"
"pays earnest homage to [[turntablists]] ","pays earnest homage to [[worst]] ",0.15262222290039062,0.9044817686080933,1,0,1,2,"Successful"
"weak and ","weak and ",0.3662381172180176,0.3662381172180176,0,0,0,1,"Failed"
"skip this dreck , ","skip this dreck , ",0.06863242387771606,0.06863242387771606,0,0,0,1,"Failed"
"contains very few laughs and even less surprises ","contains very few laughs and even less surprises ",0.15121245384216309,0.15121245384216309,0,0,0,1,"Failed"
"film to affirm love 's power to help people endure almost unimaginable horror ","film to affirm love 's power to help people endure almost unimaginable horror ",0.18062764406204224,0.18062764406204224,1,1,1,1,"Failed"
"are an absolute joy ","are an absolute joy ",0.18821537494659424,0.18821537494659424,1,1,1,1,"Failed"
"generates ","generates ",0.3665419816970825,0.3665419816970825,1,1,1,1,"Failed"
", like life , is n't much fun without the highs and lows ",", like life , is n't much fun without the highs and lows ",0.17275714874267578,0.17275714874267578,1,1,1,1,"Failed"
"based on a true and historically significant story ","based on a true and historically significant story ",0.03330111503601074,0.03330111503601074,1,1,1,1,"Failed"
"well-rounded tribute ","well-rounded tribute ",0.1524941325187683,0.1524941325187683,1,1,1,1,"Failed"
", though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . ",", though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction . ",0.030292630195617676,0.030292630195617676,0,0,0,1,"Failed"
"so much like a young robert deniro ","so much like a young robert deniro ",0.10466945171356201,0.10466945171356201,1,1,1,1,"Failed"
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ","khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",0.07196670770645142,0.07196670770645142,1,1,1,1,"Failed"
"fashioning an engrossing entertainment out ","fashioning an engrossing entertainment out ",0.0803341269493103,0.0803341269493103,1,1,1,1,"Failed"
"spiffy animated feature ","spiffy animated feature ",0.164306640625,0.164306640625,1,1,1,1,"Failed"
"that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ","that 's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ",0.06877923011779785,0.06877923011779785,0,0,0,1,"Failed"
"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ","alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",0.021100223064422607,0.021100223064422607,1,1,1,1,"Failed"
"strung-together moments ","strung-together moments ",0.7566169500350952,0.7566169500350952,1,1,0,1,"Skipped"
", generous and subversive artworks ",", generous and subversive artworks ",0.03751945495605469,0.03751945495605469,1,1,1,1,"Failed"
"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ","it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",0.8431079387664795,0.8431079387664795,0,0,1,1,"Skipped"
"funny yet ","funny yet ",0.10659950971603394,0.10659950971603394,1,1,1,1,"Failed"
"overbearing and [[over-the-top]] ","overbearing and [[remarkable]] ",0.20614027976989746,0.9182336330413818,0,1,0,2,"Successful"
"it 's robert duvall ! ","it 's robert duvall ! ",0.04555189609527588,0.04555189609527588,1,1,1,1,"Failed"
"rich and sudden wisdom ","rich and sudden wisdom ",0.02980518341064453,0.02980518341064453,1,1,1,1,"Failed"
"acted and directed , it 's clear that washington most certainly has a new career ahead of him ","acted and directed , it 's clear that washington most certainly has a new career ahead of him ",0.0216333270072937,0.0216333270072937,1,1,1,1,"Failed"
"in memory ","in memory ",0.2943400740623474,0.2943400740623474,1,1,1,1,"Failed"
"respectable new one ","respectable new one ",0.2522051930427551,0.2522051930427551,1,1,1,1,"Failed"
"yet this grating showcase ","yet this grating showcase ",0.4845638871192932,0.4845638871192932,0,0,0,1,"Failed"
"hate to tear your eyes away from the images long enough to read the subtitles ","hate to tear your eyes away from the images long enough to read the subtitles ",0.04840075969696045,0.04840075969696045,1,1,1,1,"Failed"
"addition to sporting one of the worst titles in recent cinematic history ","addition to sporting one of the worst titles in recent cinematic history ",0.13460201025009155,0.13460201025009155,0,0,0,1,"Failed"
", this gender-bending comedy is generally quite funny . ",", this gender-bending comedy is generally quite funny . ",0.04456144571304321,0.04456144571304321,1,1,1,1,"Failed"
"build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ","build some robots , haul 'em to the theater with you for the late show , and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ",0.3339007496833801,0.3339007496833801,0,0,0,1,"Failed"
"do n't work in concert ","do n't work in concert ",0.2570064663887024,0.2570064663887024,0,0,0,1,"Failed"
"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ","the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",0.03597325086593628,0.03597325086593628,1,1,1,1,"Failed"
"would have liked it more if it had just gone that one step further ","would have liked it more if it had just gone that one step further ",0.8693452477455139,0.8693452477455139,0,0,1,1,"Skipped"
"it 's too harsh to work as a piece of storytelling , ","it 's too harsh to work as a piece of storytelling , ",0.29184651374816895,0.29184651374816895,0,0,0,1,"Failed"
"hawaiian shirt ","hawaiian shirt ",0.456210732460022,0.456210732460022,1,1,1,1,"Failed"
"takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ","takes a classic story , casts attractive and talented actors and uses a magnificent landscape to create a feature film that is wickedly fun to watch . ",0.015893638134002686,0.015893638134002686,1,1,1,1,"Failed"
"provide its keenest pleasures ","provide its keenest pleasures ",0.0712166428565979,0.0712166428565979,1,1,1,1,"Failed"
"altogether too slight to be called any kind of masterpiece ","altogether too slight to be called any kind of masterpiece ",0.06903213262557983,0.06903213262557983,0,0,0,1,"Failed"
"grievous but ","grievous but ",0.40322262048721313,0.40322262048721313,0,0,0,1,"Failed"
"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . ","after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . ",0.21029531955718994,0.21029531955718994,0,0,0,1,"Failed"
"hopeless ","hopeless ",0.30139875411987305,0.30139875411987305,0,0,0,1,"Failed"
"unpretentious , charming , quirky , original ","unpretentious , charming , quirky , original ",0.018926620483398438,0.018926620483398438,1,1,1,1,"Failed"
"nicks and steinberg match their own creations for pure venality -- that 's giving it the old college try . ","nicks and steinberg match their own creations for pure venality -- that 's giving it the old college try . ",0.2914409637451172,0.2914409637451172,0,0,0,1,"Failed"
"very well-written and very well-acted . ","very well-written and very well-acted . ",0.11833524703979492,0.11833524703979492,1,1,1,1,"Failed"
"are n't many conclusive answers in the film ","are n't many conclusive answers in the film ",0.20316660404205322,0.20316660404205322,0,0,0,1,"Failed"
"clumsy dialogue , heavy-handed phoney-feeling sentiment , ","clumsy dialogue , heavy-handed phoney-feeling sentiment , ",0.023817121982574463,0.023817121982574463,0,0,0,1,"Failed"
"proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ","proves a lovely trifle that , unfortunately , is a little too in love with its own cuteness . ",0.2043914794921875,0.2043914794921875,0,0,0,1,"Failed"
"bring tissues . ","bring tissues . ",0.16198426485061646,0.16198426485061646,1,1,1,1,"Failed"
"the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ","the film 's mid-to-low budget is betrayed by the surprisingly shoddy makeup work . ",0.05405843257904053,0.05405843257904053,0,0,0,1,"Failed"
"brings the proper conviction to his role as ( jason bourne ) . ","brings the proper conviction to his role as ( jason bourne ) . ",0.04795181751251221,0.04795181751251221,1,1,1,1,"Failed"
"as a young woman of great charm , generosity and diplomacy ","as a young woman of great charm , generosity and diplomacy ",0.013120055198669434,0.013120055198669434,1,1,1,1,"Failed"
"there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ","there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ",0.017384052276611328,0.017384052276611328,1,1,1,1,"Failed"
"just too silly ","just too silly ",0.028847098350524902,0.028847098350524902,0,0,0,1,"Failed"
"cinematic bon bons ","cinematic bon bons ",0.18711251020431519,0.18711251020431519,1,1,1,1,"Failed"
"it is supremely unfunny and unentertaining to watch middle-age and ","it is supremely unfunny and unentertaining to watch middle-age and ",0.11472839117050171,0.11472839117050171,0,0,0,1,"Failed"
"a lively and engaging examination of how similar obsessions can dominate a family . ","a lively and engaging examination of how similar obsessions can dominate a family . ",0.041586101055145264,0.041586101055145264,1,1,1,1,"Failed"
"irritates and ","irritates and ",0.5250577330589294,0.5250577330589294,1,1,0,1,"Skipped"
"collapse ","collapse ",0.40417414903640747,0.40417414903640747,0,0,0,1,"Failed"
"so many of the challenges it poses for itself that one can forgive the film its flaws ","so many of the challenges it poses for itself that one can forgive the film its flaws ",0.38346928358078003,0.38346928358078003,1,1,1,1,"Failed"
", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool . ",0.02147841453552246,0.02147841453552246,1,1,1,1,"Failed"
"wide-awake all the way through ","wide-awake all the way through ",0.6094708442687988,0.6094708442687988,0,0,1,1,"Skipped"
"( vainly , i think ) ","( vainly , i think ) ",0.29307669401168823,0.29307669401168823,0,0,0,1,"Failed"
"is one big excuse to play one lewd scene after another . ","is one big excuse to play one lewd scene after another . ",0.044229328632354736,0.044229328632354736,0,0,0,1,"Failed"
"is effective if you stick with it ","is effective if you stick with it ",0.112362802028656,0.112362802028656,1,1,1,1,"Failed"
"that underscore the importance of family tradition and familial community ","that underscore the importance of family tradition and familial community ",0.021215617656707764,0.021215617656707764,1,1,1,1,"Failed"
"delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ","delivers what it promises : a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans ",0.15857148170471191,0.15857148170471191,1,1,1,1,"Failed"
"watching this digital-effects-heavy , supposed [[family-friendly]] comedy ","watching this digital-effects-heavy , supposed [[remarkable]] comedy ",0.12869781255722046,0.9264929294586182,0,1,0,2,"Successful"
"absolutely and completely ridiculous and ","absolutely and completely ridiculous and ",0.12893915176391602,0.12893915176391602,0,0,0,1,"Failed"
"'s a very tasteful rock and roll movie . ","'s a very tasteful rock and roll movie . ",0.04680073261260986,0.04680073261260986,1,1,1,1,"Failed"
"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction . ","the movie is almost completely lacking in suspense , surprise and consistent emotional conviction . ",0.3152448534965515,0.3152448534965515,0,0,0,1,"Failed"
"realistic portrayal ","realistic portrayal ",0.06524014472961426,0.06524014472961426,1,1,1,1,"Failed"
"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story ","as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story ",0.021483898162841797,0.021483898162841797,0,0,0,1,"Failed"
"well-thought stunts or ","well-thought stunts or ",0.7169164419174194,0.7169164419174194,0,0,1,1,"Skipped"
"reveals how important our special talents can be when put in service of of others . ","reveals how important our special talents can be when put in service of of others . ",0.10608845949172974,0.10608845949172974,1,1,1,1,"Failed"
"no lika da ","no lika da ",0.09108692407608032,0.09108692407608032,0,0,0,1,"Failed"
"a welcome relief ","a welcome relief ",0.06811177730560303,0.06811177730560303,1,1,1,1,"Failed"
"the promise of digital filmmaking ","the promise of digital filmmaking ",0.27637016773223877,0.27637016773223877,1,1,1,1,"Failed"
"just one that could easily wait for your pay per view dollar ","just one that could easily wait for your pay per view dollar ",0.02791011333465576,0.02791011333465576,0,0,0,1,"Failed"
"justify a theatrical simulation of the death camp of auschwitz ii-birkenau ","justify a theatrical simulation of the death camp of auschwitz ii-birkenau ",0.06627339124679565,0.06627339124679565,0,0,0,1,"Failed"
"extraordinary faith ","extraordinary faith ",0.0683029294013977,0.0683029294013977,1,1,1,1,"Failed"
"have i seen a film so willing to champion the fallibility of the human heart ","have i seen a film so willing to champion the fallibility of the human heart ",0.016009807586669922,0.016009807586669922,1,1,1,1,"Failed"
", sometimes beautiful adaptation ",", sometimes beautiful adaptation ",0.044115424156188965,0.044115424156188965,1,1,1,1,"Failed"
"about as interesting ","about as interesting ",0.8795782327651978,0.8795782327651978,1,1,0,1,"Skipped"
"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ","caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ",0.14898830652236938,0.14898830652236938,1,1,1,1,"Failed"
"overlong , and bombastic ","overlong , and bombastic ",0.2567656636238098,0.2567656636238098,0,0,0,1,"Failed"
"derivative and hammily ","derivative and hammily ",0.5347129702568054,0.5347129702568054,1,1,0,1,"Skipped"
"most audacious , outrageous , ","most audacious , outrageous , ",0.16648638248443604,0.16648638248443604,1,1,1,1,"Failed"
"at its best moments ","at its best moments ",0.05414474010467529,0.05414474010467529,1,1,1,1,"Failed"
"disney again ransacks its archives for a quick-buck sequel . ","disney again ransacks its archives for a quick-buck sequel . ",0.1579870581626892,0.1579870581626892,0,0,0,1,"Failed"
"that final , beautiful scene ","that final , beautiful scene ",0.05016082525253296,0.05016082525253296,1,1,1,1,"Failed"
"some movies suck you in despite their flaws , ","some movies suck you in despite their flaws , ",0.6540136337280273,0.6540136337280273,0,0,1,1,"Skipped"
"eats , meddles , argues , laughs , kibbitzes and fights ","eats , meddles , argues , laughs , kibbitzes and fights ",0.17030590772628784,0.17030590772628784,1,1,1,1,"Failed"
"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . ","the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . ",0.03424644470214844,0.03424644470214844,0,0,0,1,"Failed"
", compelling ",", compelling ",0.12437742948532104,0.12437742948532104,1,1,1,1,"Failed"
"infectiously ","infectiously ",0.25162947177886963,0.25162947177886963,1,1,1,1,"Failed"
"the picture runs a mere 84 minutes , but it 's no glance . ","the picture runs a mere 84 minutes , but it 's no glance . ",0.9800143837928772,0.9800143837928772,0,0,1,1,"Skipped"
"think of this dog of a movie ","think of this dog of a movie ",0.16998237371444702,0.16998237371444702,0,0,0,1,"Failed"
"'s remarkable procession of sweeping pictures that have reinvigorated the romance genre . ","'s remarkable procession of sweeping pictures that have reinvigorated the romance genre . ",0.03808373212814331,0.03808373212814331,1,1,1,1,"Failed"
"those so-so films that could have been much better ","those so-so films that could have been much better ",0.09964454174041748,0.09964454174041748,0,0,0,1,"Failed"
"a passable date film ","a passable date film ",0.18399494886398315,0.18399494886398315,1,1,1,1,"Failed"
"imax in short ","imax in short ",0.49058616161346436,0.49058616161346436,1,1,1,1,"Failed"
"i hate it . ","i hate it . ",0.34572404623031616,0.34572404623031616,0,0,0,1,"Failed"
"'s pleasant enough -- and oozing with attractive men ","'s pleasant enough -- and oozing with attractive men ",0.030343353748321533,0.030343353748321533,1,1,1,1,"Failed"
"no one involved , save dash , shows the slightest aptitude for acting ","no one involved , save dash , shows the slightest aptitude for acting ",0.027989983558654785,0.027989983558654785,0,0,0,1,"Failed"
"in this wildly uneven movie ","in this wildly uneven movie ",0.09452855587005615,0.09452855587005615,0,0,0,1,"Failed"
"pokes , provokes , takes expressionistic license ","pokes , provokes , takes expressionistic license ",0.20636332035064697,0.20636332035064697,1,1,1,1,"Failed"
"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ","like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ",0.030400633811950684,0.030400633811950684,0,0,0,1,"Failed"
"with color and depth , and rather a good time ","with color and depth , and rather a good time ",0.033798277378082275,0.033798277378082275,1,1,1,1,"Failed"
"silly , outrageous , ingenious ","silly , outrageous , ingenious ",0.21045684814453125,0.21045684814453125,1,1,1,1,"Failed"
"being able to hit on a [[15-year]] old when you 're over 100 ","being able to hit on a [[remarkable]] old when you 're over 100 ",0.3042983412742615,0.9174968004226685,0,1,0,2,"Successful"
"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ","the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",0.008083641529083252,0.008083641529083252,0,0,0,1,"Failed"
"the year 's best and most unpredictable comedy ","the year 's best and most unpredictable comedy ",0.030784249305725098,0.030784249305725098,1,1,1,1,"Failed"
"starts off so bad that you feel like running out screaming ","starts off so bad that you feel like running out screaming ",0.010944128036499023,0.010944128036499023,0,0,0,1,"Failed"
